bond_info,charges,race,gender,first_statute
100000.0,160.15 FB (ROBBERY-1ST B Felony),Black,Male,16015
25000.0,160.10 FC (ROBBERY-2ND C Felony),Black,Female,16010
25000.0,220.16 FB (CRIM POSS CONTRL SUBST-3RD B Felony),Black,Male,22016
2500.0,110-160.10 FD (Attempted ROBBERY-2ND D Felony),Black,Male,110160
50000.0,220.16 FB (CRIM POSS CONTRL SUBST-3RD B Felony),Black,Male,22016
250000.0,120.10 FB (ASSAULT-1ST B Felony),Black,Male,12010
500000.0,110-125.25 FB (Attempted MURDER B Felony),Black,Male,110125
500000.0,110-125.25 FB (Attempted MURDER B Felony),Black,Male,110125
50000.0,160.15 FB (ROBBERY-1ST B Felony),Other,Male,16015
50000.0,160.15 FB (ROBBERY-1ST B Felony),Black,Male,16015
75000.0,140.30 FB (BURGLARY-1ST B Felony),Black,Male,14030
15000.0,110-160.15 FC (Attempted ROBBERY-1ST C Felony),Black,Male,110160
39999.0,120.10 FB (ASSAULT-1ST B Felony) |CO ZT (Court Order ),Black,Male,12010
150000.0,110-125.25 FB (Attempted MURDER B Felony),Black,Male,110125
10001.0,155.25 MA (PETIT LARCENY A Misdemeanor) |155.30 FE (GRAND LARCENY-4TH E Felony) |160.15 FB (ROBBERY-1ST B Felony),Black,Male,15525
15000.0,160.10 FC (ROBBERY-2ND C Felony),Black,Male,16010
10000.0,140.25 FC (BURGLARY-2ND C Felony),Other,Male,14025
